Geo_Code,CSD_Name,CD_Name,CSD_type,Lat,Lon,Median value of dwellings ($),Median monthly shelter costs for owned dwellings ($),Median monthly shelter costs for rented dwellings ($),% of owner households spending 30% or more of household total income on shelter costs,% of tenant households spending 30% or more of household total income on shelter costs, % of tenant households in subsidized housing,"Car, truck or van - total",Public transit,Walked,Bicycle,Other methods,Median commuting duration,0 to 1 bedroom,2 bedrooms,3 bedrooms,4 or more bedrooms,Owner,Renter,Band housing,Median after-tax household income,"Household total income Under $5,000","Household total income $5,000 to $9,999","Household total income $10,000 to $14,999","Household total income $15,000 to $19,999","Household total income $20,000 to $29,999","Household total income $30,000 to $39,999","Household total income $40,000 to $49,999","Household total income $50,000 to $59,999","Household total income $60,000 to $79,999","Household total income $80,000 to $99,999","Household total income $100,000 to $124,999","Household total income $125,000 to $149,999","Household total income $150,000 and over",Private households Median household total income
5941808,Lohbiee 3,Cariboo,Indian reserve,51.46978727,-123.9357533,0,0,0,Null,Null,0,15,0,0,0,0,5.6,10,10,25,0,20,0,20,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5941809,Quesnel 1,Cariboo,Indian reserve,52.94962225,-122.474075,0,0,0,Null,Null,0,25,0,0,0,0,15.4,0,0,15,0,30,0,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5941812,Williams Lake 1,Cariboo,Indian reserve,52.10767864,-121.9873946,0,0,0,Null,Null,0,45,0,10,0,0,10.4,10,25,35,10,40,0,35,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5941821,Anahim's Flat 1,Cariboo,Indian reserve,52.02663458,-123.1716445,0,0,0,0,0,0,80,0,15,0,0,10.8,0,20,65,35,35,10,80,31666,Null,Null,Null,Null,Null,Null,Null,10,Null,Null,Null,Null,Null,31666
5941828,Chilco Lake 1,Cariboo,Indian reserve,51.4130572,-124.1137113,0,0,0,Null,Null,0,15,0,0,0,0,30.1,0,0,10,0,10,0,10,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5941837,Nazco 20,Cariboo,Indian reserve,52.95430749,-123.5836277,0,0,0,Null,Null,0,30,0,0,0,0,45.5,0,10,10,10,10,0,30,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5941839,Redstone Flat 1,Cariboo,Indian reserve,52.13864474,-123.9575535,0,0,0,Null,Null,0,10,0,0,0,0,6.7,10,15,30,0,25,0,25,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5941840,Squinas 2,Cariboo,Indian reserve,52.47636743,-125.2999947,0,0,0,Null,Null,0,15,0,10,0,0,6,0,15,15,10,15,0,30,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5941841,Stone 1,Cariboo,Indian reserve,51.93094701,-123.1475059,0,0,0,Null,Null,0,25,0,10,0,0,20.4,0,10,15,20,15,0,30,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5941850,Toosey 1,Cariboo,Indian reserve,51.92090831,-122.4844495,0,0,0,Null,Null,0,20,0,0,0,0,5.4,0,10,25,0,20,0,20,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5941880,Ulkatcho 14A,Cariboo,Indian reserve,52.44880077,-125.2735562,0,0,0,Null,Null,0,35,0,10,0,0,10.3,0,10,40,10,15,0,40,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5941882,Alexandria,Cariboo,Indian reserve,52.5698829,-122.4841441,0,0,0,Null,Null,0,20,0,0,0,0,45.4,0,0,10,0,10,0,10,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5943008,Alert Bay,Mount Waddington,Village,50.58315578,-126.9182644,234726,571,539,0,0,0,115,0,110,0,0,5.9,65,0,75,55,145,70,0,45380,Null,Null,Null,Null,Null,Null,Null,25,Null,Null,Null,Null,Null,48994
5943012,Port McNeill,Mount Waddington,Town,50.58813009,-127.121551,249876,1067,667,15.9,28.3,3.8,1100,0,200,70,25,6,50,245,355,375,765,265,0,60352,65,0,15,15,80,95,85,75,150,95,145,95,110,68059
5943023,Port Hardy,Mount Waddington,District municipality,50.69467863,-127.4411273,179957,859,626,14.7,29.3,12.1,1710,0,285,0,50,10.4,200,430,670,450,1260,495,0,53545,30,20,45,135,195,160,150,140,260,180,275,130,25,60247
5943027,Mount Waddington B,Mount Waddington,Regional district electoral area,50.57466754,-127.8986691,149828,473,395,Null,Null,60,20,0,15,0,0,10.1,15,0,20,0,15,20,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5943033,Mount Waddington D,Mount Waddington,Regional district electoral area,50.27966374,-126.5515849,120068,755,0,Null,Null,0,55,0,0,0,0,5.7,0,0,35,0,45,0,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5943037,Mount Waddington A,Mount Waddington,Regional district electoral area,51.17618546,-126.1623873,250652,505,559,36.5,38.9,11.1,140,15,70,0,25,10.9,80,170,150,120,425,95,0,25273,20,40,30,110,95,40,40,40,45,25,30,0,0,26630
5943804,Fort Rupert 1,Mount Waddington,Indian reserve,50.69547143,-127.4056051,0,0,0,Null,Null,0,10,0,0,0,0,15.1,0,0,10,0,15,0,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5943806,Tsulquate 4,Mount Waddington,Indian reserve,50.73669103,-127.4984684,0,0,0,0,0,0,55,0,35,0,0,10.2,0,25,30,50,50,10,45,33111,Null,Null,Null,Null,Null,Null,Null,10,Null,Null,Null,Null,Null,33111
5943808,Gwayasdums 1,Mount Waddington,Indian reserve,50.69444959,-126.5974043,0,0,0,Null,Null,0,0,0,15,0,0,3.4,0,10,10,0,10,0,10,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5943813,Quaee 7,Mount Waddington,Indian reserve,50.97109037,-126.1790973,0,0,0,Null,Null,0,0,0,20,0,10,5.7,0,10,10,15,20,0,10,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5943815,Kippase 2,Mount Waddington,Indian reserve,50.6936215,-127.4109494,0,0,0,Null,Null,0,55,0,10,0,0,15.7,0,15,30,25,50,15,15,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5943816,Quatsino Subdivision 18,Mount Waddington,Indian reserve,50.61540327,-127.5704615,0,0,0,Null,Null,0,50,0,15,0,0,15.1,10,10,35,25,35,20,20,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5943837,Alert Bay,Mount Waddington,Indian reserve,50.59475038,-126.9410669,0,0,0,0,0,0,105,0,40,0,10,5.6,15,60,90,50,140,15,50,25064,Null,Null,Null,Null,Null,Null,Null,10,Null,Null,Null,Null,Null,25625
5945012,Central Coast D,Central Coast,Regional district electoral area,52.3714805,-126.6471048,174896,329,660,11.5,0,0,150,0,0,0,0,10.4,0,75,55,35,145,30,0,64961,Null,Null,Null,Null,Null,Null,Null,0,Null,Null,Null,Null,Null,68436
5945801,Bella Bella 1,Central Coast,Indian reserve,52.15777256,-128.1541659,0,0,0,0,0,0,150,10,190,0,10,6,20,65,165,110,210,70,85,35665,35,20,15,25,50,45,30,45,30,25,20,0,10,35750
5945802,Bella Coola 1,Central Coast,Indian reserve,52.37788928,-126.7271483,0,0,0,0,0,0,155,0,15,0,15,5.9,25,50,110,80,195,30,30,25929,30,20,25,30,40,25,25,20,30,10,10,0,0,25929
5945803,Katit 1,Central Coast,Indian reserve,51.68264209,-127.2032921,0,0,0,Null,Null,0,10,0,10,0,0,5.6,0,0,25,0,20,10,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5947012,Prince Rupert,Skeena-Queen Charlotte,City,54.27827858,-130.3066048,179737,953,662,16.1,36.6,15.5,4300,200,640,80,90,7.4,585,1030,1750,1615,2980,2000,0,49253,185,140,135,340,505,555,465,340,615,545,520,290,345,54375
5947803,Masset 1,Skeena-Queen Charlotte,Indian reserve,54.03953214,-132.1780003,0,0,0,0,0,0,170,0,35,0,10,5.8,15,45,125,60,225,10,0,29835,Null,Null,Null,Null,Null,Null,Null,20,Null,Null,Null,Null,Null,29841
5947804,Skidegate 1,Skeena-Queen Charlotte,Indian reserve,53.27711631,-131.9842346,0,0,0,0,0,0,205,0,30,0,0,10.2,10,110,110,65,260,30,0,31693,35,30,10,20,45,50,25,15,25,25,10,0,10,32277
5947807,Dolphin Island 1,Skeena-Queen Charlotte,Indian reserve,53.77440635,-130.4371982,0,0,0,0,0,0,20,0,55,0,0,5.2,0,30,45,55,55,20,65,28745,Null,Null,Null,Null,Null,Null,Null,10,Null,Null,Null,Null,Null,28745
5949005,Kitimat,Kitimat-Stikine,District municipality,53.98914809,-128.7142523,134687,608,600,10.9,33.5,14.4,3355,40,180,30,55,10.6,190,515,1570,1365,2810,835,0,59874,115,110,145,125,210,250,345,320,455,480,330,365,400,65998
5949011,Terrace,Kitimat-Stikine,City,54.4782782,-128.5917823,200371,683,700,10.8,43.9,28.7,4260,65,610,205,85,10.1,365,925,1510,1730,3190,1345,0,52517,80,70,185,280,550,460,400,315,570,450,515,275,385,58592
5949013,Kitimat-Stikine C (Part 1),Kitimat-Stikine,Regional district electoral area,54.55583916,-128.6080222,200615,633,734,7.2,24.5,0,1255,0,0,0,65,16,70,335,380,315,850,245,0,51600,0,0,15,80,60,125,110,190,160,60,90,55,140,58444
5949018,Kitimat-Stikine E,Kitimat-Stikine,Regional district electoral area,54.509587,-128.5343333,145140,580,811,10.6,47.8,5.6,1740,50,40,15,30,10.7,140,535,595,415,1230,445,0,48604,90,35,75,105,155,200,110,120,200,240,145,100,100,55236
5949022,Hazelton,Kitimat-Stikine,Village,55.25791734,-127.6483324,160353,1162,748,Null,Null,0,105,0,30,0,0,10.7,0,0,45,40,55,45,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5949024,New Hazelton,Kitimat-Stikine,District municipality,55.23661612,-127.595115,119980,865,656,18.2,37.5,0,155,0,35,0,0,15.3,25,75,70,75,160,75,0,45309,Null,Null,Null,Null,Null,Null,Null,20,Null,Null,Null,Null,Null,50285
5949028,Kitimat-Stikine B,Kitimat-Stikine,Regional district electoral area,55.35612754,-127.8281289,150032,409,600,15.3,26.3,0,585,0,20,0,0,20.9,110,175,240,150,575,100,0,45750,25,15,60,20,55,100,100,20,120,75,45,15,20,48645
5949802,Kitasoo 1,Kitimat-Stikine,Indian reserve,52.58871757,-128.5293246,0,0,0,0,0,0,30,0,90,0,10,5.5,0,20,45,25,40,10,55,35456,Null,Null,Null,Null,Null,Null,Null,10,Null,Null,Null,Null,Null,36672
5949803,Kitamaat 2,Kitimat-Stikine,Indian reserve,53.97156868,-128.6456497,0,0,0,0,0,0,90,0,30,0,0,5.9,0,15,110,50,150,15,15,38392,Null,Null,Null,Null,Null,Null,Null,15,Null,Null,Null,Null,Null,39591
5949807,Kulspai 6,Kitimat-Stikine,Indian reserve,54.49321425,-128.5843019,0,0,0,Null,Null,0,15,0,0,0,0,11,0,0,10,10,20,0,10,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5949810,Coryatsaqua (Moricetown) 2,Kitimat-Stikine,Indian reserve,55.03942784,-127.3397525,0,0,0,Null,Null,0,35,0,0,0,0,7,0,10,15,10,20,10,10,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5949811,Hagwilget 1,Kitimat-Stikine,Indian reserve,55.25701873,-127.5997016,0,0,0,Null,Null,0,35,0,10,0,0,15.7,0,20,40,20,60,15,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5949812,Gitanmaax 1,Kitimat-Stikine,Indian reserve,55.27158199,-127.6772308,0,0,0,0,0,0,125,0,45,0,0,5.9,0,45,85,75,165,15,25,32261,Null,Null,Null,Null,Null,Null,Null,20,Null,Null,Null,Null,Null,33379
5949813,Kispiox 1,Kitimat-Stikine,Indian reserve,55.35191164,-127.6832403,0,0,0,0,0,0,85,0,20,0,0,15.1,10,45,80,55,125,20,45,18151,Null,Null,Null,Null,Null,Null,Null,15,Null,Null,Null,Null,Null,18151
5949816,Gitwangak 1,Kitimat-Stikine,Indian reserve,55.09548364,-128.0687388,0,0,0,0,0,0,45,0,10,0,0,5.7,0,15,95,40,70,25,60,21894,Null,Null,Null,Null,Null,Null,Null,10,Null,Null,Null,Null,Null,21894
5949817,Moricetown 1,Kitimat-Stikine,Indian reserve,55.01167499,-127.3237136,0,0,0,0,0,0,45,0,25,0,0,8.7,0,20,30,35,50,10,35,32153,Null,Null,Null,Null,Null,Null,Null,10,Null,Null,Null,Null,Null,32153
5949818,Sik-e-dakh 2,Kitimat-Stikine,Indian reserve,55.30957232,-127.6845524,0,0,0,Null,Null,0,25,0,0,0,0,15.1,0,15,35,20,45,10,15,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5949819,Babine 17,Kitimat-Stikine,Indian reserve,55.02911312,-127.3388839,0,0,0,Null,Null,0,45,0,10,0,0,10.2,0,0,15,30,30,0,10,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5949832,Iskut 6,Kitimat-Stikine,Indian reserve,57.83984455,-129.9882444,0,0,0,Null,Null,0,45,0,15,0,0,10.3,0,15,40,15,50,10,15,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5949843,Guhthe Tah 12,Kitimat-Stikine,Indian reserve,57.90360306,-131.1757109,0,0,0,Null,Null,0,25,0,15,0,0,5.8,0,15,25,10,35,0,15,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5949844,Kitselas 1,Kitimat-Stikine,Indian reserve,54.61058035,-128.4231665,0,0,0,Null,Null,0,40,0,0,0,0,20.3,0,0,55,15,55,20,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5949845,Dease Lake 9,Kitimat-Stikine,Indian reserve,58.47286093,-130.0263008,0,0,0,Null,Null,0,10,0,0,0,0,10.2,0,0,10,0,10,0,10,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5951007,Vanderhoof,Bulkley-Nechako,District municipality,54.01585645,-124.0262828,200132,759,649,10.7,48.3,13.6,1655,0,170,35,0,7.6,130,455,525,595,1270,435,0,57656,45,45,45,170,130,125,105,125,250,200,175,140,145,63520
5951009,Fraser Lake,Bulkley-Nechako,Village,54.05836615,-124.8516524,149771,389,682,0,34.6,15.4,475,0,45,0,0,12.1,75,35,210,145,335,130,0,63056,0,0,0,40,45,40,20,30,110,75,40,15,40,68948
5951013,Fort St. James,Bulkley-Nechako,District municipality,54.47074022,-124.2270009,159007,803,689,11.4,48.9,13.3,575,10,85,0,0,10.2,45,160,280,190,450,225,0,51579,15,0,15,75,70,55,75,45,135,60,85,10,15,55625
5951015,Bulkley-Nechako C,Bulkley-Nechako,Regional district electoral area,55.19604583,-125.0159189,199840,452,696,9.3,0,0,645,0,10,0,0,15.3,35,165,175,225,560,40,0,63223,10,0,0,30,70,30,35,40,85,65,75,80,65,69615
5951022,Burns Lake,Bulkley-Nechako,Village,54.22492735,-125.7234056,150204,884,603,15.2,29.7,35.6,650,0,160,0,0,10.5,130,180,200,260,405,370,0,46460,35,15,60,50,70,90,45,90,115,75,65,45,35,53615
5951028,Bulkley-Nechako B,Bulkley-Nechako,Regional district electoral area,54.38091831,-125.7629826,179981,704,576,9.4,36.8,31.6,880,0,30,0,0,10.9,15,150,330,270,675,95,0,53843,0,45,0,20,55,105,70,75,105,115,55,60,50,59738
5951031,Bulkley-Nechako E,Bulkley-Nechako,Regional district electoral area,53.56205584,-126.2225872,250812,375,552,9.2,50,0,455,0,0,0,0,25.8,70,110,180,250,520,80,0,54571,0,0,0,65,70,70,25,50,115,70,85,25,0,61101
5951032,Granisle,Bulkley-Nechako,Village,54.95090006,-126.2095012,79096,395,0,0,0,0,50,0,0,0,0,140,0,45,70,45,155,0,0,38520,Null,Null,Null,Null,Null,Null,Null,0,Null,Null,Null,Null,Null,38590
5951034,Houston,Bulkley-Nechako,District municipality,54.39691936,-126.6664773,149990,880,621,8.6,35.9,22.1,1320,0,80,0,80,10.4,230,320,255,455,875,385,0,61167,50,10,70,30,125,45,100,65,180,190,190,90,115,71224
5951038,Telkwa,Bulkley-Nechako,Village,54.68461645,-127.0550157,200291,1079,982,16.3,0,0,645,0,15,0,30,15.8,0,130,165,195,445,55,0,58506,0,0,0,0,30,45,50,90,90,65,35,40,50,63715
5951043,Smithers,Bulkley-Nechako,Town,54.78615098,-127.164913,250622,848,623,10.2,38.8,14.4,1990,10,410,100,75,6.3,275,535,580,805,1675,520,0,59339,35,0,30,185,305,180,125,145,330,320,265,125,135,65291
5951051,Bulkley-Nechako A,Bulkley-Nechako,Regional district electoral area,54.73673296,-127.2653102,300574,573,666,12.7,14.3,0,2350,25,60,35,60,15.1,115,350,775,775,1790,225,0,62814,10,20,0,60,285,130,185,150,335,235,270,175,165,72741
5951053,Bulkley-Nechako G,Bulkley-Nechako,Regional district electoral area,54.92408221,-127.0219804,150087,324,697,6.2,0,0,365,0,15,0,0,15.7,0,110,160,120,335,60,0,59798,0,0,25,0,55,40,25,0,35,50,95,0,40,67501
5951801,Ye Koo Che 3,Bulkley-Nechako,Indian reserve,54.6001595,-125.0712285,0,0,0,Null,Null,0,10,0,10,0,0,5.5,0,0,15,0,10,0,15,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5951802,Nautley (Fort Fraser) 1,Bulkley-Nechako,Indian reserve,54.07956877,-124.5972403,0,0,0,Null,Null,0,15,0,0,0,0,15.3,10,15,30,15,10,10,55,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5951803,Nak'azdli (Necoslie 1),Bulkley-Nechako,Indian reserve,54.43126622,-124.246711,0,0,0,0,0,0,125,0,35,10,10,10.4,10,50,75,45,115,15,55,31374,Null,Null,Null,Null,Null,Null,Null,15,Null,Null,Null,Null,Null,31449
5951805,Binche 2 (Pinchie 2),Bulkley-Nechako,Indian reserve,54.57016689,-124.5022374,0,0,0,Null,Null,0,25,0,0,0,0,20.7,0,0,20,10,10,0,20,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5951807,Stellaquo (Stella) 1,Bulkley-Nechako,Indian reserve,54.05157866,-124.9092714,0,0,0,Null,Null,0,65,0,15,0,0,10.8,0,10,40,15,25,0,35,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5951809,Stony Creek 1,Bulkley-Nechako,Indian reserve,53.94238676,-124.1171508,0,0,0,0,0,0,65,0,10,0,10,15.3,20,25,65,30,70,30,40,16095,Null,Null,Null,Null,Null,Null,Null,10,Null,Null,Null,Null,Null,16095
5951810,Tache 1,Bulkley-Nechako,Indian reserve,54.66180908,-124.7443111,0,0,0,0,0,0,45,0,40,0,0,10.2,0,25,65,30,45,15,70,25977,Null,Null,Null,Null,Null,Null,Null,10,Null,Null,Null,Null,Null,26358
5951815,Burns Lake 18,Bulkley-Nechako,Indian reserve,54.23499152,-125.7680414,0,0,0,Null,Null,0,20,0,0,0,0,5.9,0,10,0,10,0,0,10,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5951818,Cheslatta 1,Bulkley-Nechako,Indian reserve,53.94118038,-125.7811817,0,0,0,Null,Null,0,10,0,0,0,0,0,0,10,10,0,0,0,30,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5951827,Woyenne 27,Bulkley-Nechako,Indian reserve,54.23874589,-125.7618956,0,0,0,0,0,0,40,0,0,0,0,15.1,0,10,15,50,15,10,50,35906,Null,Null,Null,Null,Null,Null,Null,0,Null,Null,Null,Null,Null,35906
5951828,Babine  6,Bulkley-Nechako,Indian reserve,55.32342781,-126.6213965,0,0,0,Null,Null,0,0,0,10,0,0,5.2,0,0,10,15,0,0,30,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5951829,Babine 25,Bulkley-Nechako,Indian reserve,54.81682517,-126.1488501,0,0,0,Null,Null,0,10,0,0,0,0,0,0,0,0,20,0,0,25,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5951848,North Tacla Lake,Bulkley-Nechako,Indian reserve,55.48091863,-125.967257,0,0,0,Null,Null,0,40,0,15,0,0,5.8,0,0,25,20,20,0,30,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5953007,Valemount,Fraser-Fort George,Village,52.8283813,-119.2658732,179376,673,673,12.9,42.3,16,315,15,65,20,0,10.2,40,175,200,60,350,130,0,41869,0,0,10,65,50,80,55,45,40,80,40,0,0,45489
5953012,McBride,Fraser-Fort George,Village,53.30669741,-120.1668491,149949,505,605,30.6,42.9,0,100,0,80,0,0,5.9,55,75,80,40,180,70,0,29278,0,0,40,55,0,35,25,0,40,20,0,0,0,31120
5953019,Fraser-Fort George H,Fraser-Fort George,Regional district electoral area,53.11504788,-119.7069869,174999,360,748,9.1,0,0,580,0,75,0,0,10.6,85,195,295,120,625,70,0,43427,40,0,0,50,40,125,140,90,70,60,45,0,25,45034
5953023,Prince George,Fraser-Fort George,City,53.9238281,-122.7757233,229925,986,749,14.6,43.8,12.6,31200,925,1475,410,590,15.1,2390,6180,9710,10985,20425,8840,0,56761,750,560,1060,1670,2655,2340,2455,2200,4475,3515,3010,1910,2655,63653
5953033,Mackenzie,Fraser-Fort George,District municipality,55.31409774,-123.1472527,125269,765,701,12.4,29.6,8.5,1530,0,245,15,25,10.3,190,240,575,565,1210,355,0,51517,25,0,20,75,175,215,110,205,175,165,230,100,45,57094
5953038,Fraser-Fort George A,Fraser-Fort George,Regional district electoral area,54.05954241,-123.0866931,250861,845,767,15.2,0,0,1505,15,0,0,0,30.1,30,270,520,425,1195,50,0,69621,60,0,35,40,65,100,35,85,175,230,130,165,95,80982
5953042,Fraser-Fort George C,Fraser-Fort George,Regional district electoral area,53.62262178,-123.0619647,300232,1083,276,8.7,0,0,1615,0,0,0,25,20.9,45,170,480,570,1235,35,0,73865,0,0,0,15,25,65,85,55,250,305,155,80,190,85884
5953044,Fraser-Fort George D,Fraser-Fort George,Regional district electoral area,53.73985278,-122.5512758,250664,969,604,14.5,52.9,0,1805,25,0,0,50,20.4,50,395,640,555,1550,90,0,62009,110,0,40,35,100,90,80,140,345,230,145,150,170,70900
5953048,Fraser-Fort George F,Fraser-Fort George,Regional district electoral area,53.98422756,-121.4913906,224636,695,602,14.6,0,0,495,0,0,0,0,20.6,65,125,195,165,480,70,0,44233,15,0,15,40,45,65,105,55,70,65,20,35,0,48658
5953802,McLeod Lake 1,Fraser-Fort George,Indian reserve,54.9624157,-123.0524577,0,0,0,Null,Null,0,20,0,10,0,0,5.9,0,10,25,0,10,0,30,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5955003,Tumbler Ridge,Peace River,District municipality,55.05831402,-121.1584069,200271,1069,1002,9.6,23.6,11.1,960,325,135,0,0,20.9,140,190,440,375,785,360,0,71794,10,0,0,30,110,70,65,105,130,230,140,100,135,85808
5955010,Chetwynd,Peace River,District municipality,55.69175287,-121.7698058,214510,1009,785,9,22.1,0,1185,45,120,0,10,10.2,95,265,360,335,665,390,0,67118,15,0,0,20,45,95,60,115,130,180,135,75,115,78110
5955014,Dawson Creek,Peace River,City,55.75521834,-120.2261963,249891,1015,849,16.8,39.1,18.9,5235,55,495,75,50,10,775,1415,1345,1330,3110,1745,0,52997,160,115,200,280,445,415,405,435,590,605,410,330,465,58416
5955021,Peace River D,Peace River,Regional district electoral area,55.05277945,-120.4201303,299480,935,1198,13,33.3,0,2020,30,40,0,50,20.1,110,435,805,675,1845,185,0,69517,30,45,0,60,190,175,165,65,310,270,190,265,260,74948
5955025,Hudson's Hope,Peace River,District municipality,56.0235818,-122.0068465,249995,342,801,11.7,66.7,0,420,0,60,0,0,5.9,40,140,125,120,310,115,0,56999,0,0,0,75,45,20,45,0,35,50,40,40,50,60583
5955030,Taylor,Peace River,District municipality,56.15561459,-120.6789584,210658,1136,887,15.3,60.9,0,675,0,25,0,0,20,30,145,275,95,425,115,0,70533,0,0,0,30,45,50,35,10,70,70,115,45,40,80614
5955034,Fort St. John,Peace River,City,56.24243965,-120.8291055,292071,1344,936,19.2,35.8,9.8,9320,35,930,65,85,10.2,960,1875,2350,2290,4535,2945,0,70707,285,120,140,340,420,555,455,570,755,890,1020,730,1205,81298
5955040,Peace River B,Peace River,Regional district electoral area,57.0765926,-123.5168771,329811,1243,550,15.6,0,0,1685,0,55,0,60,26.7,30,300,615,650,1465,130,0,76830,35,0,0,0,75,65,110,105,310,185,290,140,265,88610
5955042,Peace River C,Peace River,Regional district electoral area,56.23604688,-120.7830464,360310,1033,1109,14,34,0,2945,15,125,0,20,10.8,130,430,1020,760,2090,250,0,81461,100,45,0,60,70,75,100,155,260,410,325,210,510,94017
5955801,East Moberly Lake 169,Peace River,Indian reserve,55.84417901,-121.6370378,0,0,0,0,0,0,100,0,0,0,0,30.6,10,25,45,25,55,20,30,42803,Null,Null,Null,Null,Null,Null,Null,0,Null,Null,Null,Null,Null,44851
5955802,West Moberly Lake 168A,Peace River,Indian reserve,55.80619748,-121.8982135,0,0,0,Null,Null,0,20,0,0,0,0,10.8,0,10,10,0,15,10,10,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5955803,Blueberry River 205,Peace River,Indian reserve,56.70413283,-121.0916041,0,0,0,Null,Null,0,35,0,10,0,0,15.5,10,10,30,15,15,15,40,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5955807,Fort Ware 1,Peace River,Indian reserve,57.42749972,-125.631118,0,0,0,0,0,0,35,0,25,0,0,10.4,10,35,25,10,10,25,40,23896,Null,Null,Null,Null,Null,Null,Null,0,Null,Null,Null,Null,Null,23896
5955808,Halfway River 168,Peace River,Indian reserve,56.47912104,-121.8685484,0,0,0,Null,Null,0,45,0,10,0,0,10.7,0,25,15,15,10,10,35,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5955812,Ingenika Point,Peace River,Indian settlement,56.79625085,-124.9081469,0,0,0,Null,Null,0,25,0,10,0,0,6,0,10,15,0,10,0,15,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5957803,Five Mile Point  3,Stikine,Indian reserve,59.4895194,-133.6421882,0,0,0,Null,Null,0,20,0,0,0,0,10.5,0,15,10,0,10,10,10,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5957813,Lower Post,Stikine,Indian settlement,59.92538046,-128.4923564,0,0,0,Null,Null,0,20,0,15,0,0,5.5,10,15,0,0,0,0,30,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
